t,trajectory,n_pierce,n_pierce_x,n_pierce_y,n_pierce_z,n_lines,n_lines_closed,n_lines_open,L_total,L_closed,L_max,n_peak,integrality_error
2.045454545454548,0,136,0,22,114,2,0,2,11.796503156423569,0.0,6.225533306598663,39.61641311645508,1.7881393432617188e-07
2.070707070707073,0,127,0,20,107,2,0,2,11.092764288187027,0.0,5.739702999591827,39.660369873046875,1.7881393432617188e-07
2.0959595959595982,0,117,0,17,100,2,0,2,10.291859358549118,0.0,5.2705437541008,39.72813415527344,1.7881393432617188e-07
2.1212121212121233,0,110,0,17,93,2,0,2,9.640156209468842,0.0,4.92212700843811,39.721168518066406,1.7881393432617188e-07
2.1464646464646484,0,104,0,17,87,2,0,2,9.085619121789932,0.0,4.552156358957291,39.67961883544922,1.7881393432617188e-07
2.1717171717171735,0,95,0,14,81,2,0,2,8.353420972824097,0.0,4.185046017169952,39.61793518066406,1.7881393432617188e-07
2.1969696969696986,0,84,0,11,73,2,0,2,7.398431420326233,0.0,3.739463210105896,39.49297332763672,1.7881393432617188e-07
2.2222222222222237,0,71,0,9,62,2,0,2,6.305576711893082,0.0,3.3105514645576477,39.391693115234375,1.7881393432617188e-07
2.2474747474747487,0,53,0,5,48,2,0,2,4.699335604906082,0.0,2.8698514997959137,39.181549072265625,1.7881393432617188e-07
2.272727272727274,0,27,0,1,26,1,0,1,2.4693990349769592,0.0,2.4693990349769592,39.04677200317383,1.7881393432617188e-07
2.297979797979799,0,20,0,0,20,1,0,1,1.8461551666259766,0.0,1.8461551666259766,38.771934509277344,1.7881393432617188e-07
2.323232323232324,0,4,0,0,4,1,0,1,0.29149818420410156,0.0,0.29149818420410156,38.59457015991211,1.7881393432617188e-07
2.348484848484849,0,0,0,0,0,0,0,0,0.0,0.0,0.0,38.293922424316406,1.7881393432617188e-07
2.373737373737374,0,0,0,0,0,0,0,0,0.0,0.0,0.0,38.0400390625,1.7881393432617188e-07
2.3989898989898992,0,0,0,0,0,0,0,0,0.0,0.0,0.0,37.718074798583984,1.7881393432617188e-07
2.4242424242424243,0,0,0,0,0,0,0,0,0.0,0.0,0.0,37.40949630737305,1.7881393432617188e-07
2.4494949494949494,0,0,0,0,0,0,0,0,0.0,0.0,0.0,37.04801559448242,1.7881393432617188e-07
2.4747474747474745,0,0,0,0,0,0,0,0,0.0,0.0,0.0,36.68872833251953,1.7881393432617188e-07
2.4999999999999996,0,0,0,0,0,0,0,0,0.0,0.0,0.0,36.30329132080078,1.7881393432617188e-07
